"","year","quarter","statecode1","mean.miles","median.miles","sd.miles","min.miles","max.miles","iqr.miles","q1.miles","q3.miles"
"674",2023,1,"OK",1093.25,1180,173.5,833,1180,86.75,1093.25,1180
"675",2023,1,"OR",1012.18181818182,763.5,680.672261277575,471,2497,307.75,614.5,922.25
"676",2023,1,"PA",1443.06666666667,970,917.260787552238,210,2521,1376,878,2254
"677",2023,1,"SC",797.90243902439,643,553.441361161146,399,2206,288,472,760
"678",2023,1,"TN",853.435897435897,787,385.649267631654,464,1969,297,633.5,930.5
"679",2023,1,"TX",1056.30479452055,1105,429.826153114643,190,1944,679.25,715,1394.25
"680",2023,1,"UT",1325.71428571429,1865,679.827604197249,599,1888,1266,599,1865
"681",2023,1,"VA",1111.25,726.5,752.763053215097,662,2330,423.75,707,1130.75
"682",2023,1,"VT",353.5,353.5,95.8514475634041,266,441,175,266,441
"683",2023,1,"WA",1897.66666666667,2335,763.402296739188,728,2520,901.5,1433.5,2335
"684",2023,1,"WI",937.705882352941,819,306.506681147794,641,1463,298,777,1075
"685",2023,1,"WY",1894,1894,0,1894,1894,0,1894,1894
"686",2023,2,"AL",935.434782608696,682,490.671694172846,459,1815,305,597,902
"687",2023,2,"AR",1150.4,1159,163.798133601786,912,1371,165,1100,1265
"688",2023,2,"AZ",1146.92857142857,1034,602.539129116443,324,1999,1183.25,650,1833.25
"689",2023,2,"CA",1568.38955823293,1735,802.14169775522,263,2510,1588,742,2330
"690",2023,2,"CO",1188.40540540541,967,402.966669386733,551,1709,691,862,1553
"691",2023,2,"CT",1568.38461538462,1194,930.464806647869,325,2527,1460,1067,2527
"692",2023,2,"DC",883,883,0,883,883,0,883,883
"693",2023,2,"FL",1242.40163934426,1040.5,666.513497471237,192,2724,428.75,829.25,1258
"694",2023,2,"GA",973.421052631579,731,583.430471624926,406,2139,375,577,952
"695",2023,2,"IA",1182.3125,1150,211.190820112996,910,1447,410,1037,1447
"696",2023,2,"ID",854.785714285714,688,346.470595615809,523,1448,460.75,688,1148.75
"697",2023,2,"IL",943.047619047619,794,487.0712773545,235,1855,648,589,1237
"698",2023,2,"IN",1198.09523809524,1020,574.306878311753,516,1943,1113,701,1814
"699",2023,2,"KY",688.166666666667,699,139.571313367581,495,910,81,648,729
"700",2023,2,"LA",1273.07142857143,1218,400.299015984054,488,1911,226.5,1053,1279.5
"701",2023,2,"MA",1270.68586387435,1124,810.249783292433,209,2704,1134,625,1759
"702",2023,2,"ME",493,493,0,493,493,0,493,493
"703",2023,2,"MI",1196.33333333333,1092,631.189158957887,409,2079,1334,540,1874
"704",2023,2,"MN",1201.73333333333,1057,239.001036060715,936,1589,250,1057,1307
"705",2023,2,"MO",1147.12,1148,235.687526186686,738,1499,396,967,1363
"706",2023,2,"MS",888,888,0,888,888,0,888,888
"707",2023,2,"MT",908,908,0,908,908,0,908,908
"708",2023,2,"NC",953.711538461538,617,715.079382307663,255,2400,420,516,936
"709",2023,2,"ND",1225,1225,0,1225,1225,0,1225,1225
"710",2023,2,"NE",1182.8,1113.5,184.126043785229,1025,1433,344.25,1028,1372.25
"711",2023,2,"NJ",955.5,955.5,60.1040764008565,913,998,42.5,934.25,976.75
"712",2023,2,"NM",1114.60869565217,896,533.219956246135,328,1861,993,677,1670
"713",2023,2,"NV",1292.28571428571,1984,970.88912504039,192,2282,1938,236,2174
"714",2023,2,"NY",1213.58031088083,1056,852.875024443003,222,2619,1863,326,2189
"715",2023,2,"OH",1155.12,990,652.190299756731,314,2187,1381,519,1900
"716",2023,2,"OK",1093.25,1180,173.5,833,1180,86.75,1093.25,1180
"717",2023,2,"OR",1012.18181818182,763.5,680.672261277575,471,2497,307.75,614.5,922.25
"718",2023,2,"PA",1443.06666666667,970,917.260787552238,210,2521,1376,878,2254
"719",2023,2,"SC",778.954545454545,601,539.19698926707,370,2206,217.5,472,689.5
"720",2023,2,"TN",869.694444444444,787,397.412547033536,464,1969,390,612,1002
"721",2023,2,"TX",1052.49315068493,1102,429.9375363658,190,1944,679.25,715,1394.25
"722",2023,2,"UT",1325.71428571429,1865,679.827604197249,599,1888,1266,599,1865
"723",2023,2,"VA",1414.25,731,872.603432264623,662,2449,1633.75,726,2359.75
"724",2023,2,"VT",353.5,353.5,95.8514475634041,266,441,175,266,441
"725",2023,2,"WA",1570,1133,782.524759991657,728,2520,1327,1008,2335
"726",2023,2,"WI",829.928571428571,777,210.971549042743,641,1460,42,777,819
"727",2023,3,"AL",691.111111111111,641,144.30844779352,459,902,259.75,587.25,847
"728",2023,3,"AR",1211.15384615385,1159,111.876305321134,1125,1371,246,1125,1371
"729",2023,3,"AZ",1154.77777777778,1034,612.556580327535,324,1999,1203.5,649,1852.5
"730",2023,3,"CA",1553.73122529644,1670,802.496233792577,263,2510,1587,742,2329
"731",2023,3,"CO",1165.88571428571,967,402.407517429823,551,1709,682,847.5,1529.5
"732",2023,3,"CT",1813.13333333333,2527,948.252894739031,325,2625,1374.5,1152.5,2527
"733",2023,3,"DC",883,883,0,883,883,0,883,883
"734",2023,3,"FL",1206.34821428571,950.5,676.165709603518,192,2724,440.75,817.25,1258
"735",2023,3,"GA",973.421052631579,731,583.430471624926,406,2139,375,577,952
"736",2023,3,"IA",1142.61111111111,1093.5,229.577140409695,825,1447,456.5,941.75,1398.25
"737",2023,3,"ID",854.785714285714,688,346.470595615809,523,1448,460.75,688,1148.75
"738",2023,3,"IL",920.53642384106,773,493.581520113742,177,1855,636,581,1217
"739",2023,3,"IN",1198.09523809524,1020,574.306878311753,516,1943,1113,701,1814
"740",2023,3,"KY",688.166666666667,699,139.571313367581,495,910,81,648,729
"741",2023,3,"LA",1277.30769230769,1218,416.317664093055,488,1911,302,998,1300
"742",2023,3,"MA",1251.04926108374,1047,805.702815723206,192,2704,1134,625,1759
"743",2023,3,"ME",435.857142857143,393,53.4522483824849,393,493,100,393,493
"744",2023,3,"MI",1196.33333333333,1092,631.189158957887,409,2079,1334,540,1874
"745",2023,3,"MN",1187.84615384615,1057,255.014328405891,936,1589,249,1057,1306
"746",2023,3,"MO",1147.12,1148,235.687526186686,738,1499,396,967,1363
"747",2023,3,"MS",888,888,0,888,888,0,888,888
"748",2023,3,"MT",1244.125,1027,420.323406800463,807,1902,897,908,1805
"749",2023,3,"NC",942.264150943396,617,713.057046777718,255,2400,429,507,936
"750",2023,3,"ND",1225,1225,0,1225,1225,0,1225,1225
"751",2023,3,"NE",1181,1037,208.734965241298,1025,1433,408,1025,1433
"752",2023,3,"NJ",998,998,NA,998,998,0,998,998
"753",2023,3,"NM",1213.76923076923,1008.5,573.240773685355,328,1974,1184,677,1861
"754",2023,3,"NV",1374.25,2106,977.098411397519,192,2286,2046,236,2282
"755",2023,3,"NY",1258.23469387755,1056,890.470613702151,222,2619,1892.25,325.75,2218
"756",2023,3,"OH",1144.33858267717,990,653.243861955168,314,2187,1381,519,1900
"757",2023,3,"OK",1093.25,1180,173.5,833,1180,86.75,1093.25,1180
"758",2023,3,"OR",947.96,751,660.989061936731,471,2497,207,569,776
"759",2023,3,"PA",1443.06666666667,970,917.260787552238,210,2521,1376,878,2254
"760",2023,3,"SC",775.659574468085,638,519.474118558364,399,2206,185.5,480.5,666
"761",2023,3,"TN",858.428571428571,787,397.339185799021,464,1969,318.5,612,930.5
"762",2023,3,"TX",1053.09440559441,1103.5,432.220096836026,190,1944,675,715,1390
"763",2023,3,"UT",1325.71428571429,1865,679.827604197249,599,1888,1266,599,1865
"764",2023,3,"VA",1560.35714285714,1530.5,884.437118445125,662,2449,1711,726,2437
"765",2023,3,"VT",434.777777777778,441,202.953059707028,266,763,175,266,441
"766",2023,3,"WA",1463.9,1008,796.621679343463,728,2520,1545,790,2335
"767",2023,3,"WI",964.8,777,419.663975856374,641,1845,169,714,883
"768",2023,3,"WY",1894,1894,0,1894,1894,0,1894,1894
"769",2023,4,"AL",935.434782608696,682,490.671694172846,459,1815,305,597,902
"770",2023,4,"AR",1210,1159,121.538620872694,1100,1371,271,1100,1371
"771",2023,4,"AZ",1193.27586206897,1034,582.987680374106,304,1999,1163,651,1814
"772",2023,4,"CA",1543.26436781609,1670,804.758121230847,263,2510,1634,696,2330
"773",2023,4,"CO",1116.32352941176,883,401.067116017758,551,1709,708.25,833,1541.25
"774",2023,4,"CT",1766.5,2370,934.897142292491,325,2625,1427,1100,2527
"775",2023,4,"DC",883,883,0,883,883,0,883,883
"776",2023,4,"FL",1309.65625,1102,699.102094956973,192,2724,1159,842,2001
"777",2023,4,"GA",978.243243243243,731,590.709949759393,406,2139,375,577,952
"778",2023,4,"IA",1142.61111111111,1093.5,229.577140409695,825,1447,456.5,941.75,1398.25
"779",2023,4,"ID",854.785714285714,688,346.470595615809,523,1448,460.75,688,1148.75
"780",2023,4,"IL",936.496453900709,783,488.484911656345,235,1855,648,589,1237
"781",2023,4,"IN",1198.09523809524,1020,574.306878311753,516,1943,1113,701,1814
"782",2023,4,"KY",751.076923076923,699,263.262056241324,495,1506,30,699,729
"783",2023,4,"LA",1277.30769230769,1218,416.317664093055,488,1911,302,998,1300
"784",2023,4,"MA",1293.20320855615,1124,803.916790343442,209,2704,1132,632,1764
"785",2023,4,"ME",493,493,0,493,493,0,493,493
"786",2023,4,"MI",1197.19512195122,1092,615.219156866567,409,2079,1334,540,1874
"787",2023,4,"MN",1201.73333333333,1057,239.001036060715,936,1589,250,1057,1307
"788",2023,4,"MO",1151.25,1148,239.830782736133,738,1499,396,967,1363
"789",2023,4,"MS",888,888,0,888,888,0,888,888
"790",2023,4,"MT",908,908,0,908,908,0,908,908
"791",2023,4,"NC",982.063829787234,617,746.136961557598,255,2400,860.5,494,1354.5
"792",2023,4,"ND",1225,1225,0,1225,1225,0,1225,1225
"793",2023,4,"NE",1182.8,1113.5,184.126043785229,1025,1433,344.25,1028,1372.25
"794",2023,4,"NJ",998,998,NA,998,998,0,998,998
"795",2023,4,"NM",1114.60869565217,896,533.219956246135,328,1861,993,677,1670
"796",2023,4,"NV",1227.61538461538,1199,977.428302308587,192,2282,1933,236,2169
"797",2023,4,"NY",1247.51741293532,1063,865.464927622878,222,2608,1863,326,2189
"798",2023,4,"OH",1155.888,990,651.305924055414,314,2187,1381,519,1900
"799",2023,4,"OK",1093.25,1180,173.5,833,1180,86.75,1093.25,1180
"800",2023,4,"OR",1012.18181818182,763.5,680.672261277575,471,2497,307.75,614.5,922.25
"801",2023,4,"PA",1515.84615384615,2075,968.792190148283,210,2521,1376,878,2254
"802",2023,4,"SC",783.688888888889,638,529.68853722225,399,2206,194,472,666
"803",2023,4,"TN",866.72972972973,787,392.013084294719,464,1969,390,612,1002
"804",2023,4,"TX",1050.58305084746,1073,427.39482023629,190,1944,666,724,1390
"805",2023,4,"UT",1325.71428571429,1865,679.827604197249,599,1888,1266,599,1865
"806",2023,4,"VA",1168.86666666667,722,916.692257651441,324,2449,1837,493,2330
"807",2023,4,"VT",353.5,353.5,95.8514475634041,266,441,175,266,441
"808",2023,4,"WA",1710.25,1734,721.042449711329,1008,2520,1327,1008,2335
"809",2023,4,"WI",809.470588235294,777,195.547346455743,641,1460,105,714,819
